,BIC,AIC,sil_score,Cluster,time,homogeneity,Completeness,Adj_Mutual_info
0,105831.38685987599,105510.39661262857,0.4269549,2,0.3035840829834342,0.01735983158102528,0.040632771778880056,0.02412227543555397
1,90973.12176542987,90488.36098387255,0.23013826,3,0.13954654202098027,0.05638969332648771,0.04259104740951757,0.04828400476464327
2,87478.55662681107,86830.02531094385,0.13064349,4,0.6426671660155989,0.09272451904975978,0.04815629367884283,0.06310392459197964
3,82610.63119778591,81798.32934760879,0.1309105,5,2.098764583992306,0.10498368864519,0.04782929931644695,0.06536881548285903
4,79873.09864085713,78897.0262563701,0.10676433,6,1.0694518749951385,0.11043162023882376,0.04293821213688455,0.061441744630044585
5,78353.3220850286,77213.47916623166,0.070721395,7,1.681696124956943,0.1093726384329829,0.03855826849224654,0.05657552889760415
6,77144.48321891729,75840.86976581044,0.07905204,8,1.817347583011724,0.11048989259526454,0.03779503085672979,0.055820199575596294
7,76221.70705163958,74754.32306422282,0.080345385,9,2.2597134160459973,0.12001914475524093,0.038605407024488794,0.05787140377036646
8,75111.06043849292,73479.90591676626,0.03618244,10,1.6031300409813412,0.14562237723492671,0.04453337750476544,0.06762052246127605
9,74829.62516564503,73034.70010960847,0.030988,11,3.069161749968771,0.14677460220838304,0.04449644530960222,0.0676409325016029
10,74002.0895845444,72043.39399419793,0.028314045,12,2.659355500014499,0.1351068784297281,0.0378903424027053,0.05850496709933513
11,73402.19759753303,71279.73147287665,0.03174853,13,2.068632625043392,0.14445281665328052,0.03967381654271383,0.06152456944717851
12,72748.66612824383,70462.42946927754,0.032920644,14,3.081690958002582,0.14939294751663118,0.040270431364748185,0.06266571459953943
13,72438.52327919164,69988.51608591544,0.021735344,15,2.235645666019991,0.1381431704895607,0.03597367327082852,0.056265683083408714
14,71907.44272181486,69293.66499422878,0.030019216,16,2.8605870829778723,0.15282801401033067,0.03842633185279013,0.06056442712047555
15,71531.3468758806,68753.7986139846,0.024758177,17,2.953106083034072,0.15181026117973842,0.037396774694368584,0.05912005502784045
16,71576.67650030112,68635.35770409522,0.042263363,18,3.4463903750292957,0.15870883769242322,0.038118473890167176,0.06054647019878358
17,71082.72442458641,67977.6350940706,0.034844827,19,4.8654010000173,0.1505859907270688,0.03588243144544638,0.056976757458577554
18,70938.77738615629,67669.91752133057,0.03320079,20,3.9678959579905495,0.15939552475141616,0.036691606085538064,0.0586497072621573
19,70461.31379028586,67028.68339115023,0.038233493,21,3.2822170409490354,0.16715969514079002,0.03831412088922857,0.061290796046254994
20,70770.63367380362,67174.2327403581,0.04801669,22,3.5880976250045933,0.1640920345055441,0.03655837015997571,0.05871657817893417
21,69964.51721356754,66204.34574581211,0.036262646,23,3.6512645409675315,0.16359808495376116,0.03617367401891618,0.058122611522729295
22,69939.25341217185,66015.31141010651,0.027447905,24,4.267091541027185,0.17355991483680233,0.03756567695768288,0.06061159665910556
23,69990.22622614125,65902.51368976601,0.024002543,25,3.8031443340005353,0.1716924065339976,0.03748046560007205,0.06031730819671454
24,69857.86849599799,65606.38542531284,0.025132734,26,3.477665457990952,0.1802384162851904,0.038979978220056374,0.06284626282898932
25,69457.44221427254,65042.18860927748,0.03241455,27,2.8479605829925276,0.17285870927934843,0.03660741413870813,0.05913739870258759
26,69377.5559480575,64798.531808752545,0.034291133,28,3.8665390830137767,0.16969765492543412,0.035744533316244345,0.05769497621260689
27,68845.92586831794,64103.13119470308,0.03382066,29,3.294489124964457,0.17230936894279467,0.03529986774530745,0.05724774658357212
